genome_id	taxonomy_phylum	taxonomy_class	taxonomy_order	ecological_niche	lifestyle
Neurospora_sp._FGSC_26630_FGSC_26630	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._FGSC_26631_FGSC_26631	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._FGSC_26632_FGSC_26632	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._FGSC_26633_FGSC_26633	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._FGSC_26634_FGSC_26634	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._FGSC_26635_FGSC_26635	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._FGSC_26636_FGSC_26636	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._FGSC_26637_FGSC_26637	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._FGSC_26638_FGSC_26638	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._FGSC_6877_FGSC_6877	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._IMI_360204_IMI_360204	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._LNF1-1_LNF1-1	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sp._LNF1-2_LNF1-2	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_sublineolata_FGSC_5508	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_terricola_FGSC_1889	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_tetrasperma_FGSC_2508	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Neurospora_tetraspora_CBS_560.94	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Nevesoporus_exiguus_G4408	Basidiomycota	Agaricomycetes	Boletales		
Nidula_microcarpa_FLAS-F-66534	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Nidula_niveotomentosa_PDD-112098	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Nidularia_sp._FH-822889_FH-822889	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	saprotroph
Niebla_homalea_fmnib47	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Nigrograna_mackinnonii_E5202H	Ascomycota	Dothideomycetes	Pleosporales	animal_parasite	pathotroph_saprotroph
Nigrospora_oryzae_GZL1	Ascomycota	Sordariomycetes	Xylariales	endophyte	pathotroph_symbiotroph
Nigrospora_osmanthi_Z1	Ascomycota	Sordariomycetes	Xylariales	plant_saprotroph	saprotroph
Nigrospora_sphaerica_ZJJ_C1	Ascomycota	Sordariomycetes	Xylariales	endophyte	pathotroph_symbiotroph
Nilaparvata_lugens_yeast-like_symbiont_Hangzhou	Ascomycota				
Niorma_chrysophthalma_LIQ78TCHR-2	Ascomycota	Lecanoromycetes	Teloschistales	lichenized	symbiotroph
Niveomyces_coronatus_Field_W_7_22_19	Ascomycota	Sordariomycetes	Hypocreales		
Niveomyces_insectorum_RCEF_264	Ascomycota	Sordariomycetes	Hypocreales		
Nothomitra_cinnamomea	Ascomycota	Geoglossomycetes		undefined_saprotroph	saprotroph
Nothopassalora_personata_LLS_Mitchell_2	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Nothophaeocryptopus_gaeumannii_Lineage_2	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Nothophoma_quercina_M97-236	Ascomycota	Dothideomycetes	Pleosporales	plant_saprotroph	saprotroph
Novakomyces_olei_NCAIM_Y.02187	Ascomycota				
Nowakowskiella_sp._JEL0078_JEL0078	Chytridiomycota	Chytridiomycetes	Cladochytriales	plant_saprotroph	pathotroph_saprotroph
Nowakowskiella_sp._JEL0407_JEL0407	Chytridiomycota	Chytridiomycetes	Cladochytriales	plant_saprotroph	pathotroph_saprotroph
Obba_rivulosa_3A-2	Basidiomycota	Agaricomycetes	Polyporales	wood_saprotroph	saprotroph
Obelidium_mucronatum_JEL802	Chytridiomycota	Chytridiomycetes	Chytridiales	plant_pathogen	pathotroph_saprotroph
Occultifur_externus_JCM_10725	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	litter_saprotroph	saprotroph
Oehlia_diaphana_SD1	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal	symbiotroph
Ogataea_allantospora_NRRL_Y-48267	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_angusta_61-244	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_chonburiensis_CBS_10363	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_corticis_NBRC_1794	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_degrootiae_UCD465	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_dorogensis_NRRL_Y-27599	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_ganodermae_CBS_10646	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_glucozyma_NRRL_YB-2185	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_haglerorum_81-453-3	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_henricii_NRRL_YB-2194	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_kodamae_NRRL_Y-17234	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_methanolica_JCM_10240	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_methylovora_NRRL_Y-11996	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_minuta_NRRL_Y-411	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_naganishii_NRRL_Y-7654	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_nakhonphanomensis_CBS_10362	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_neopini_AB440274	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_nitratoaversa_NRRL_Y-48449	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_nonfermentans_NRRL_YB-2203	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_paradorogensis_CBS_10978	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_paraovalis_CBS_14697	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_parapolymorpha_DL-1	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_philodendri_CBS6075	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_pignaliae_NRRL_Y-17664T	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_pilisensis_NRRL_Y-27598	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_pini_NRRL_Y-11528	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_polymorpha_NCYC_495_leu1.1	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_polymorpha_x_Ogataea_parapolymorpha_CBS_1977	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_populi-albae_NRRL_Y-48632	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_ramenticola_VH64_CZ	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_salicorniae_NRRL_Y-12834	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_saltuana_NRRL_Y-48448	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_siamensis_NRRL_Y-27963	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_sp._yHMJ1_yHMJ1	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_thermomethanolica_NRRL_Y-27981	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_trehaloabstinens_NRRL_Y-27595	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_trehalophila_NRRL_Y-6781	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_wickerhamii_NRRL_YB-4943	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Ogataea_zsoltii_NRRL_Y-27601	Ascomycota	Pichiomycetes	Pichiales	undefined_saprotroph	saprotroph
Oidiodendron_maius_Zn	Ascomycota	Leotiomycetes		undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Oidium_heveae_HO-73	Ascomycota	Leotiomycetes	Erysiphales	plant_pathogen	pathotroph
Oleoguttula_mirabilis_CCFEE_5522	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_saprotroph	saprotroph
Oleoguttula_sp._CCFEE_5521_CCFEE_5521	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_saprotroph	saprotroph
Oleoguttula_sp._CCFEE_6159_CCFEE_6159	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_saprotroph	saprotroph
Oligophagozyma_castellii_NRRL_Y-17070	Ascomycota	Saccharomycetes	Saccharomycetales		
Omphalotus_guepiniiformis_NIFoS_5378	Basidiomycota	Agaricomycetes	Agaricales	wood_saprotroph	saprotroph
Omphalotus_olearius_VT_653.13	Basidiomycota	Agaricomycetes	Agaricales	wood_saprotroph	saprotroph
Onygena_corvina_CBS_281.48	Ascomycota	Eurotiomycetes	Onygenales	undefined_saprotroph	saprotroph
Onygenales_sp._PD_10_PD_10	Ascomycota	Eurotiomycetes	Onygenales		
Onygenales_sp._PD_12_PD_12	Ascomycota	Eurotiomycetes	Onygenales		
Onygenales_sp._PD_40_PD_40	Ascomycota	Eurotiomycetes	Onygenales		
Onygenales_sp._R13A2_PYS4502	Ascomycota	Eurotiomycetes	Eurotiales		
Onygenales_sp._R3503_PB3601	Ascomycota	Eurotiomycetes	Eurotiales		
Ophidiomyces_ophidiicola_CBS_122913	Ascomycota	Eurotiomycetes	Onygenales	animal_pathogen	pathotroph_saprotroph
Ophiobolus_disseminans_CBS_113818	Ascomycota	Dothideomycetes	Pleosporales	plant_saprotroph	saprotroph
Ophioceras_dolichostomum_CBS_114926	Ascomycota	Sordariomycetes	Magnaporthales	undefined_saprotroph	saprotroph
Ophiocordyceps_australis_Map64	Ascomycota	Sordariomycetes	Hypocreales	insect_pathogen	pathotroph_saprotroph_symbiotroph
Ophiocordyceps_camponoti-floridani_EC05	Ascomycota	Sordariomycetes	Hypocreales	insect_pathogen	pathotroph_saprotroph_symbiotroph
Ophiocordyceps_camponoti-leonardi_BCC_80369	Ascomycota	Sordariomycetes	Hypocreales	insect_pathogen	pathotroph_saprotroph_symbiotroph
Ophiocordyceps_camponoti-rufipedis_Map16	Ascomycota	Sordariomycetes	Hypocreales	insect_pathogen	pathotroph_saprotroph_symbiotroph
Ophiocordyceps_camponoti-saundersi_BCC_79314	Ascomycota	Sordariomycetes	Hypocreales	insect_pathogen	pathotroph_saprotroph_symbiotroph
Ophiocordyceps_polyrhachis-furcata_BCC_54312	Ascomycota	Sordariomycetes	Hypocreales	insect_pathogen	pathotroph_saprotroph_symbiotroph
Ophiocordyceps_robertsii_UoM4	Ascomycota	Sordariomycetes	Hypocreales	insect_pathogen	pathotroph_saprotroph_symbiotroph
Ophiocordyceps_sinensis_IOZ07	Ascomycota	Sordariomycetes	Hypocreales	insect_pathogen	pathotroph_saprotroph_symbiotroph
Ophiocordyceps_unilateralis_SC16a	Ascomycota	Sordariomycetes	Hypocreales	insect_pathogen	pathotroph_saprotroph_symbiotroph
Ophiocordycipitaceae_sp._CTeuk-1653	Ascomycota	Sordariomycetes	Hypocreales	endophyte	pathotroph_symbiotroph
Ophiognomonia_clavigignenti-juglandacearum_ATCC_36624	Ascomycota	Sordariomycetes	Diaporthales	plant_pathogen	pathotroph
Ophiosphaerella_herpotricha_ISCC16F	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ophiosphaerella_korrae_KY162	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ophiosphaerella_narmari_BCGC-C2	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ophiostoma_angusticollis_VPRI43764	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_australiae_DAR52683	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_cf._undulatum_VPRI43877	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_fasciatum_VPRI43845	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_himal-ulmi_HP32	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_ips_VPRI43529	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_montium_DLS1121	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_novo-ulmi_H234D	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph
Ophiostoma_pallidulum_VPRI43846	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_perfectum_703A	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_piceae_CECT20416	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_populinum_CBS212.67	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_quercus_15807	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_sp._15807_SP_15807	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_sp._423A_SP_423A	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_sp._CBS_140.51_SP_CBS140.51	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_tasmaniense_DAR52684	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_triangulosporum_CBS138.77	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph_saprotroph
Ophiostoma_ulmi_785401	Ascomycota	Sordariomycetes	Ophiostomatales	plant_pathogen	pathotroph
Orbilia_blumenaviensis_TWF730	Ascomycota	Orbiliomycetes	Orbiliales	wood_saprotroph	pathotroph_saprotroph
Orbilia_brochopaga_TWF696	Ascomycota	Orbiliomycetes	Orbiliales	wood_saprotroph	pathotroph_saprotroph
Orbilia_ellipsospora_TWF694	Ascomycota	Orbiliomycetes	Orbiliales	wood_saprotroph	pathotroph_saprotroph
Orbilia_javanica_TWF718	Ascomycota	Orbiliomycetes	Orbiliales	wood_saprotroph	pathotroph_saprotroph
Orbilia_oligospora_ATCC_24927	Ascomycota	Orbiliomycetes	Orbiliales	wood_saprotroph	pathotroph_saprotroph
Orbilia_quercus_CGMCC_3.6762	Ascomycota	Orbiliomycetes	Orbiliales	wood_saprotroph	pathotroph_saprotroph
Pachysolen_tannophilus_NRRL_Y-2460	Ascomycota	Pichiomycetes	Alaninales	undefined_saprotroph	saprotroph
Paecilomyces_dactylethromorphus_FRR_5262	Ascomycota	Eurotiomycetes	Eurotiales	endophyte	pathotroph_saprotroph_symbiotroph
Paecilomyces_fulvus_FRR_3794	Ascomycota	Eurotiomycetes	Eurotiales	plant_pathogen	pathotroph
Paecilomyces_lecythidis_FRR_4481	Ascomycota	Eurotiomycetes	Eurotiales	endophyte	pathotroph_saprotroph_symbiotroph
Paecilomyces_maximus_FRR_3793	Ascomycota	Eurotiomycetes	Eurotiales	endophyte	pathotroph_saprotroph_symbiotroph
Paecilomyces_niveus_Cornell_orchards_no._7	Ascomycota	Eurotiomycetes	Eurotiales	endophyte	pathotroph_saprotroph_symbiotroph
Paecilomyces_variotii_CBS_101075	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Pallidohirschioporus_biformis_MES02	Basidiomycota	Agaricomycetes	Hymenochaetales		
Panaeolus_cyanescens_2629	Basidiomycota	Agaricomycetes	Agaricales	dung_saprotroph	saprotroph
Panaeolus_papilionaceus_CIRM-BRFM_715	Basidiomycota	Agaricomycetes	Agaricales	dung_saprotroph	saprotroph
Pancytospora_philotis_JUm1505	Microsporidia			animal_parasite	pathotroph
Panellus_pusillus_LMB36	Basidiomycota	Agaricomycetes	Agaricales	wood_saprotroph	saprotroph
Panus_rudis_PR-1116	Basidiomycota	Agaricomycetes	Polyporales	wood_saprotroph	saprotroph
Papiliotrema_flavescens_NRRL_Y-50378	Basidiomycota	Tremellomycetes	Tremellales	fungal_parasite	pathotroph
Papiliotrema_fonsecae_NYNU_19160	Basidiomycota	Tremellomycetes	Tremellales	fungal_parasite	pathotroph
Papiliotrema_laurentii_5307AH	Basidiomycota	Tremellomycetes	Tremellales	fungal_parasite	pathotroph
Papiliotrema_nemorosus_TBRC_2959	Basidiomycota	Tremellomycetes	Tremellales	fungal_parasite	pathotroph
Papiliotrema_terrestris_LS28	Basidiomycota	Tremellomycetes	Tremellales	fungal_parasite	pathotroph
Paracamarosporium_sp._OC-R06-R3_OC-R06-R3	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	saprotroph
Parachaetomium_inaequale_CBS_284.82	Ascomycota	Sordariomycetes	Sordariales		
Paracoccidioides_brasiliensis_Pb18	Ascomycota	Eurotiomycetes	Onygenales	animal_pathogen	pathotroph
Paracoccidioides_lutzii_Pb01	Ascomycota	Eurotiomycetes	Onygenales	animal_pathogen	pathotroph
Paraconiothyrium_brasiliense_GGX_413	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	saprotroph
Paraconiothyrium_sp._Pb-2020_Pb-2020	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	saprotroph
Paradendryphiella_salina	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph_saprotroph
Parafenestella_ontariensis_EI-6	Ascomycota	Dothideomycetes	Pleosporales	undefined_saprotroph	saprotroph
Paraglomus_brasilianum_BR232B	Mucoromycota	Glomeromycetes	Paraglomerales	arbuscular_mycorrhizal	symbiotroph
Paraglomus_occultum_IA702	Mucoromycota	Glomeromycetes	Paraglomerales	arbuscular_mycorrhizal	symbiotroph
Paragyromitra_ambigua_DC3734	Ascomycota	Pezizomycetes	Pezizales		
Paragyromitra_infula_MICH352090	Ascomycota	Pezizomycetes	Pezizales		
Paragyromitra_xinjiangensis_21138	Ascomycota	Pezizomycetes	Pezizales		
Paramarasmius_palmivorus_GH-12	Basidiomycota	Agaricomycetes	Agaricales		
Paramicrosporidium_saccamoebae_KSL3	Cryptomycota			protist_parasite	pathotroph
Paramyrothecium_foliicola_TJWQPF1	Ascomycota	Sordariomycetes	Hypocreales	undefined_saprotroph	saprotroph
Paramyrothecium_roridum_NRRL_2183	Ascomycota	Sordariomycetes	Hypocreales	undefined_saprotroph	saprotroph
Paramyrothecium_sp._XJ0827_XJ0827	Ascomycota	Sordariomycetes	Hypocreales	undefined_saprotroph	saprotroph
Paraphaeosphaeria_minitans_IMI134523	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	saprotroph
Paraphaeosphaeria_sporulosa_AP3s5-JAC2a	Ascomycota	Dothideomycetes	Pleosporales	wood_saprotroph	saprotroph
Paraphoma_chrysanthemicola_MPI-GEGE-AT-0034	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Paraphoma_sp._B47-9_B47-9	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph_saprotroph
Paraphysoderma_sedebokerense_JEL821	Blastocladiomycota	Physodermatomycetes	Physodermatales	algal_parasite	pathotroph
Parasarocladium_wereldwijsianum_CBS_147226	Ascomycota	Sordariomycetes	Hypocreales		
Parascedosporium_putredinis	Ascomycota	Sordariomycetes	Microascales	undefined_saprotroph	saprotroph
Parasitella_parasitica_NRRL_2501	Mucoromycota	Mucoromycetes	Mucorales	fungal_parasite	pathotroph_saprotroph
Parastagonospora_avenae_18332-5	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph_saprotroph
Parastagonospora_nodorum_SN15	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph_saprotroph
Parathielavia_appendiculata_CBS_731.68	Ascomycota	Sordariomycetes	Sordariales		
Parathielavia_hyrcaniae_CBS_757.83	Ascomycota	Sordariomycetes	Sordariales		
Parengyodontium_torokii_FJII-L10-SW-P1	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph_saprotroph
Parmelia_sp._050094_050094	Ascomycota	Lecanoromycetes	Lecanorales	lichenized	symbiotroph
Pasadenomyces_melaninifex_FJII-L3-CM-DR1	Ascomycota	Dothideomycetes			
Pascua_guehoae_JCM_10690	Basidiomycota	Tremellomycetes	Trichosporonales	undefined_saprotroph	saprotroph
Pascua_sp._M117-10A_M117-10A	Basidiomycota	Tremellomycetes	Trichosporonales	undefined_saprotroph	saprotroph
Pascua_sp._PH3313A_PH3313A	Basidiomycota	Tremellomycetes	Trichosporonales	undefined_saprotroph	saprotroph
Pascua_sp._PH3615_PH3615	Basidiomycota	Tremellomycetes	Trichosporonales	undefined_saprotroph	saprotroph
Pascua_sp._PH4015B_PH4015B	Basidiomycota	Tremellomycetes	Trichosporonales	undefined_saprotroph	saprotroph
Pascua_sp._PK3308B-1_PK3308B-1	Basidiomycota	Tremellomycetes	Trichosporonales	undefined_saprotroph	saprotroph
Pascua_sp._PL2904B_PL2904B	Basidiomycota	Tremellomycetes	Trichosporonales	undefined_saprotroph	saprotroph
Passalora_sequoiae_9LC2	Ascomycota	Dothideomycetes	Mycosphaerellales	plant_pathogen	pathotroph
Patellaria_atrata_CBS_101060	Ascomycota	Dothideomycetes	Patellariales	wood_saprotroph	saprotroph
Paxillus_ammoniavirescens_Pou09.2	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Paxillus_involutus_ATCC_200175	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Paxillus_rubicundulus_Ve08.2h10	Basidiomycota	Agaricomycetes	Boletales	ectomycorrhizal	symbiotroph
Pecoramyces_ruminantium_C1A	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	animal_symbiotroph	saprotroph_symbiotroph
Peltaster_fructicola_LNHT1506	Ascomycota	Dothideomycetes		plant_pathogen	pathotroph
Peltigera_leucophlebia_HD1-Pleu1	Ascomycota	Lecanoromycetes	Peltigerales	lichenized	symbiotroph
Peltula_sp._TS41687_Spribille_41687_TS-e1936	Ascomycota	Lichinomycetes	Lichinales	lichenized	symbiotroph
Penicilliopsis_zonata_CBS_506.65	Ascomycota	Eurotiomycetes	Eurotiales	plant_saprotroph	saprotroph
Penicillium_alfredii_IBT_34128	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_angulare_IBT_27051	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_antarcticum_IBT_31339	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_argentinense_IBT_30761	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_arizonense_CBS_141311	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_atrosanguineum_IBT_20685	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_aurantiogriseum_IBT_35659	Ascomycota	Eurotiomycetes	Eurotiales	plant_pathogen	pathotroph
Penicillium_bialowiezense_A30	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_biforme_FM169	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_bovifimosum_IBT_22155	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_brasilianum	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Penicillium_brefeldianum_F032	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_brevicompactum_IBT_35665	Ascomycota	Eurotiomycetes	Eurotiales	endophyte	symbiotroph
Penicillium_camemberti_FM013=LCP06093	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_canariense_IBT_26290	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_canescens_IBT_15451	Ascomycota	Eurotiomycetes	Eurotiales	endophyte	symbiotroph
Penicillium_capsulatum_IBT_29712	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_carneum_LCP05634	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_caseifulvum_FKI-L3-CM-P1	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_cataractarum_IBT_29864	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_cf._chrysogenum_S_N-308-OC-P1	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_cf._griseofulvum_IBT_16849	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_cf._viridicatum_IBT_20477	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_chermesinum_IBT_19713	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_chrysogenum_IBT_35668	Ascomycota	Eurotiomycetes	Eurotiales	plant_pathogen	pathotroph
Penicillium_cinerascens_IBT_15544	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Penicillium_citrinum_IBT_23319	Ascomycota	Eurotiomycetes	Eurotiales	plant_pathogen	pathotroph
